Orthogroup	arabidopsis	lettuce	maize	medicago	melon	rice	safflower	tobacco	tomato	watermelon
OG0033459										
OG0033460										
OG0033461										
OG0033462										
OG0033463										
OG0033464										
OG0033465										
OG0033466										
OG0033467										
OG0033468										
OG0033469										
OG0033470										
OG0033471										
OG0033472				GO:0004672,GO:0005524,GO:0006468						
OG0033473										
OG0033474										
OG0033475										
OG0033476										
OG0033477										
OG0033478										
OG0033479										
OG0033480										
OG0033481										
OG0033482										
OG0033483										
OG0033484										
OG0033485										
OG0033486										
OG0033487										
OG0033488										
OG0033489										
OG0033490										
OG0033491										
OG0033492										
OG0033493										
OG0033494										
OG0033495										
OG0033496										
OG0033497										
OG0033498										
OG0033499										
OG0033500										
OG0033501										
OG0033502										
OG0033503										
OG0033504										
OG0033505										
OG0033506										
OG0033507										
OG0033508										
OG0033509										
OG0033510										
OG0033511										
OG0033512										
OG0033513										
OG0033514										
OG0033515										
OG0033516										
OG0033517										
OG0033518										
OG0033519										
OG0033520										
OG0033521										
OG0033522										
OG0033523										
OG0033524										
OG0033525										
OG0033526										
OG0033527										
OG0033528										
OG0033529										
OG0033530										
OG0033531										
OG0033532										
OG0033533										
OG0033534										
OG0033535										
OG0033536										
OG0033537										
OG0033538										
OG0033539										
OG0033540										
OG0033541										
OG0033542										
OG0033543										
OG0033544										
OG0033545										
OG0033546										
OG0033547										
OG0033548				GO:0005515						
OG0033549										
OG0033550										
OG0033551										
OG0033552										
OG0033553										
OG0033554				GO:0006629						
OG0033555										
OG0033556										
OG0033557										
OG0033558										
OG0033559										
OG0033560										
OG0033561										
OG0033562										
OG0033563				GO:0004672,GO:0006468						
OG0033564										
OG0033565										
OG0033566										
OG0033567										
OG0033568										
OG0033569										
OG0033570										
OG0033571										
OG0033572										
OG0033573										
OG0033574										
OG0033575										
OG0033576										
OG0033577										
OG0033578										
OG0033579										
OG0033580										
OG0033581										
OG0033582										
OG0033583										
OG0033584				GO:0046983						
OG0033585										
OG0033586										
OG0033587										
OG0033588										
OG0033589										
OG0033590										
OG0033591										
OG0033592										
OG0033593										
OG0033594										
OG0033595										
OG0033596										
OG0033597										
OG0033598										
OG0033599										
OG0033600										
OG0033601										
OG0033602										
OG0033603										
OG0033604										
OG0033605										
OG0033606										
OG0033607										
OG0033608										
OG0033609										
OG0033610										
OG0033611										
OG0033612										
OG0033613										
OG0033614										
OG0033615										
OG0033616										
OG0033617										
OG0033618										
OG0033619										
OG0033620										
OG0033621										
OG0033622										
OG0033623										
OG0033624										
OG0033625										
OG0033626										
OG0033627										
OG0033628										
OG0033629										
OG0033630										
OG0033631										
OG0033632										
OG0033633										
OG0033634										
OG0033635										
OG0033636										
OG0033637										
OG0033638										
OG0033639										
OG0033640										
OG0033641										
OG0033642										
OG0033643										
OG0033644										
OG0033645										
OG0033646										
OG0033647										
OG0033648										
OG0033649										
OG0033650										
OG0033651										
OG0033652										
OG0033653										
OG0033654										
OG0033655										
OG0033656										
OG0033657										
OG0033658										
OG0033659										
OG0033660										
OG0033661										
OG0033662										
OG0033663										
OG0033664										
OG0033665										
OG0033666										
OG0033667										
OG0033668										
OG0033669										
OG0033670										
OG0033671										
OG0033672										
OG0033673										
OG0033674										
OG0033675										
OG0033676										
OG0033677				GO:0005524,GO:0140662						
OG0033678										
OG0033679										
OG0033680										
OG0033681										
OG0033682										
OG0033683										
OG0033684										
OG0033685										
OG0033686										
OG0033687										
OG0033688										
OG0033689										
OG0033690										
OG0033691										
OG0033692										
OG0033693										
OG0033694										
OG0033695										
OG0033696										
OG0033697				GO:0005524,GO:0140662						
OG0033698										
OG0033699										
OG0033700										
OG0033701										
OG0033702										
OG0033703										
OG0033704										
OG0033705				GO:0016020						
OG0033706										
OG0033707										
OG0033708										
OG0033709										
OG0033710										
OG0033711										
OG0033712										
OG0033713										
OG0033714										
OG0033715										
OG0033716										
OG0033717										
OG0033718										
OG0033719										
OG0033720										
OG0033721										
OG0033722										
OG0033723										
OG0033724										
OG0033725										
OG0033726										
OG0033727										
OG0033728										
OG0033729										
OG0033730										
OG0033731										
OG0033732										
OG0033733										
OG0033734										
OG0033735										
OG0033736										
OG0033737										
OG0033738										
OG0033739										
OG0033740										
OG0033741										
OG0033742										
OG0033743										
OG0033744										
OG0033745										
OG0033746										
OG0033747										
OG0033748										
OG0033749										
OG0033750										
OG0033751				GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017						
OG0033752										
OG0033753										
OG0033754										
OG0033755										
OG0033756										
OG0033757										
OG0033758										
OG0033759										
OG0033760										
OG0033761										
OG0033762										
OG0033763										
OG0033764										
OG0033765										
OG0033766										
OG0033767										
OG0033768										
OG0033769										
OG0033770										
OG0033771										
OG0033772										
OG0033773										
OG0033774										
OG0033775										
OG0033776										
OG0033777										
OG0033778										
OG0033779										
OG0033780										
OG0033781										
OG0033782										
OG0033783										
OG0033784										
OG0033785										
OG0033786										
OG0033787										
OG0033788										
OG0033789										
OG0033790										
OG0033791										
OG0033792										
OG0033793										
OG0033794										
OG0033795										
OG0033796										
OG0033797										
OG0033798										
OG0033799										
OG0033800										
OG0033801										
OG0033802										
OG0033803										
OG0033804										
OG0033805										
OG0033806										
OG0033807										
OG0033808										
OG0033809										
OG0033810										
OG0033811										
OG0033812										
OG0033813						GO:0035673				
OG0033814										
OG0033815										
OG0033816										
OG0033817										
OG0033818										
OG0033819										
OG0033820										
OG0033821										
OG0033822										
OG0033823										
OG0033824										
OG0033825										
OG0033826										
OG0033827										
OG0033828										
OG0033829										
OG0033830										
OG0033831										
OG0033832										
OG0033833										
OG0033834										
OG0033835										
OG0033836										
OG0033837										
OG0033838										
OG0033839										
OG0033840										
OG0033841										
OG0033842										
OG0033843										
OG0033844										
OG0033845										
OG0033846										
OG0033847										
OG0033848										
OG0033849										
OG0033850										
OG0033851										
OG0033852										
OG0033853										
OG0033854										
OG0033855										
OG0033856										
OG0033857										
OG0033858										
OG0033859										
OG0033860										
OG0033861										
OG0033862										
OG0033863										
OG0033864										
OG0033865										
OG0033866					GO:0071949					
OG0033867										
OG0033868										
OG0033869										
OG0033870										
OG0033871										
OG0033872										
OG0033873										
OG0033874										
OG0033875										
OG0033876										
OG0033877										
OG0033878										
OG0033879										
OG0033880										
OG0033881										
OG0033882										
OG0033883										
OG0033884										
OG0033885										
OG0033886										
OG0033887										
OG0033888										
OG0033889										
OG0033890										
OG0033891										
OG0033892										
OG0033893										
OG0033894										
OG0033895										
OG0033896										
OG0033897										
OG0033898										
OG0033899										
OG0033900										
OG0033901										
OG0033902										
OG0033903										
OG0033904										
OG0033905										
OG0033906										
OG0033907										
OG0033908					GO:0000981,GO:0010106,GO:0016491,GO:0045944					
OG0033909										
OG0033910										
OG0033911										
OG0033912										
OG0033913										
OG0033914										
OG0033915										
OG0033916										
OG0033917										
OG0033918										
OG0033919										
OG0033920										
OG0033921										
OG0033922										
OG0033923										
OG0033924										
OG0033925										
OG0033926										
OG0033927										
OG0033928										
OG0033929										
OG0033930										
OG0033931										
OG0033932										
OG0033933										
OG0033934										
OG0033935										
OG0033936										
OG0033937										
OG0033938										
OG0033939										
OG0033940										
OG0033941										
OG0033942										
OG0033943										
OG0033944										
OG0033945										
OG0033946										
OG0033947										
OG0033948										
OG0033949										
OG0033950										
OG0033951										
OG0033952										
OG0033953										
OG0033954										
OG0033955										
OG0033956										
OG0033957										
OG0033958										
OG0033959										
OG0033960										
OG0033961										
OG0033962										
OG0033963										
OG0033964										
OG0033965										
OG0033966										
OG0033967										
OG0033968										
OG0033969										
OG0033970										
OG0033971										
OG0033972										
OG0033973										
OG0033974										
OG0033975										
OG0033976										
OG0033977										
OG0033978										
OG0033979										
OG0033980										
OG0033981										
OG0033982										
OG0033983										
OG0033984										
OG0033985										
OG0033986										
OG0033987										
OG0033988										
OG0033989										
OG0033990										
OG0033991										
OG0033992										
OG0033993										
OG0033994										
OG0033995										
OG0033996										
OG0033997										
OG0033998										
OG0033999										
OG0034000										
OG0034001										
OG0034002										
OG0034003										
OG0034004										
OG0034005										
OG0034006										
OG0034007										
OG0034008										
OG0034009										
OG0034010					GO:0004672,GO:0005515,GO:0006468					
OG0034011										
OG0034012										
OG0034013										
OG0034014										
OG0034015										
OG0034016										
OG0034017										
OG0034018										
OG0034019										
OG0034020										
OG0034021										
OG0034022										
OG0034023										
OG0034024										
OG0034025										
OG0034026										
OG0034027										
OG0034028										
OG0034029										
OG0034030										
OG0034031										
OG0034032										
OG0034033										
OG0034034										
OG0034035										
OG0034036										
OG0034037					GO:0004497,GO:0005506,GO:0016705,GO:0020037					GO:0004497,GO:0005506,GO:0016705,GO:0020037
OG0034038										
OG0034039										
OG0034040										
OG0034041										
OG0034042										
OG0034043					GO:0004672,GO:0005524,GO:0006468					
OG0034044										
OG0034045										
OG0034046										
OG0034047										
OG0034048										
OG0034049										
OG0034050										
OG0034051										
OG0034052										
OG0034053										
OG0034054										
OG0034055										
OG0034056										
OG0034057										
OG0034058										
OG0034059										
OG0034060										
OG0034061										
OG0034062										
OG0034063										
OG0034064										
OG0034065										
OG0034066										
OG0034067					GO:0003677,GO:0006355					
OG0034068										
OG0034069										
OG0034070										
OG0034071										
OG0034072										
OG0034073										
OG0034074										
OG0034075										
OG0034076										
OG0034077										
OG0034078										
OG0034079										
OG0034080										
OG0034081										
OG0034082										
OG0034083										
OG0034084										
OG0034085										
OG0034086										
OG0034087										
OG0034088										
OG0034089										
OG0034090										
OG0034091										
OG0034092										
OG0034093										
OG0034094										
OG0034095										
OG0034096										
OG0034097										
OG0034098										
OG0034099										
OG0034100										
OG0034101										
OG0034102										
OG0034103										
OG0034104										
OG0034105										
OG0034106										
OG0034107										
OG0034108										
OG0034109										
OG0034110										
OG0034111										
OG0034112										
OG0034113					GO:0003700,GO:0006355					
OG0034114										
OG0034115										
OG0034116										
OG0034117										
OG0034118										
OG0034119										
OG0034120										
OG0034121										
OG0034122										
OG0034123										
OG0034124										
OG0034125										
OG0034126										
OG0034127										
OG0034128										
OG0034129										
OG0034130										
OG0034131										
OG0034132										
OG0034133										
OG0034134										
OG0034135										
OG0034136										
OG0034137										
OG0034138										
OG0034139										
OG0034140										
OG0034141										
OG0034142										
OG0034143										
OG0034144										
OG0034145										
OG0034146										
OG0034147										
OG0034148										
OG0034149										
OG0034150										
OG0034151										
OG0034152										
OG0034153										
OG0034154										
OG0034155										
OG0034156										
OG0034157										
OG0034158										
OG0034159										
OG0034160										
OG0034161										
OG0034162										
OG0034163										
OG0034164										
OG0034165					GO:0005975					
OG0034166										
OG0034167										
OG0034168										
OG0034169										
OG0034170										
OG0034171										
OG0034172										
OG0034173										
OG0034174										
OG0034175										
OG0034176										
OG0034177										
OG0034178										
OG0034179										
OG0034180										
OG0034181										
OG0034182										
OG0034183										
OG0034184										
OG0034185										
OG0034186										
OG0034187										
OG0034188										
OG0034189										
OG0034190										
OG0034191										
OG0034192										
OG0034193										
OG0034194										
OG0034195										
OG0034196										
OG0034197										
OG0034198										
OG0034199										
OG0034200										
OG0034201										
OG0034202										
OG0034203										
OG0034204										
OG0034205										
OG0034206										
OG0034207										
OG0034208										
OG0034209					GO:0003700,GO:0006355					
OG0034210										
OG0034211										
OG0034212										
OG0034213										
OG0034214										
OG0034215										
OG0034216										
OG0034217										
OG0034218					GO:0015031					
OG0034219										
OG0034220										
OG0034221										
OG0034222										
OG0034223										
OG0034224										
OG0034225										
OG0034226										
OG0034227										
OG0034228										
OG0034229										
OG0034230										
OG0034231										
OG0034232										
OG0034233										
OG0034234										
OG0034235										
OG0034236										
OG0034237										
OG0034238										
OG0034239										
OG0034240										
OG0034241										
OG0034242										
OG0034243										
OG0034244										
OG0034245										
OG0034246										
OG0034247										
OG0034248										
OG0034249										
OG0034250										
OG0034251										
OG0034252										
OG0034253										
OG0034254										
OG0034255										
OG0034256										
OG0034257										
OG0034258										
OG0034259										
OG0034260										
OG0034261										
OG0034262										
OG0034263										
OG0034264										
OG0034265										
OG0034266										
OG0034267										
OG0034268										
OG0034269										
OG0034270										
OG0034271										
OG0034272										
OG0034273										
OG0034274										
OG0034275										
OG0034276										
OG0034277										
OG0034278										
OG0034279										
OG0034280										
OG0034281										
OG0034282										
OG0034283										
OG0034284										
OG0034285										
OG0034286										
OG0034287										
OG0034288										
OG0034289										
OG0034290										
OG0034291										
OG0034292										
OG0034293										
OG0034294										
OG0034295										
OG0034296					GO:0004672,GO:0005524,GO:0006468					GO:0004672,GO:0005524,GO:0006468
OG0034297										
OG0034298										
OG0034299										
OG0034300										
OG0034301										
OG0034302										
OG0034303										
OG0034304										
OG0034305										
OG0034306										
OG0034307										
OG0034308										
OG0034309										
OG0034310										
OG0034311										
OG0034312										
OG0034313										
OG0034314										
OG0034315										
OG0034316										
OG0034317										
OG0034318										
OG0034319										
OG0034320										
OG0034321										
OG0034322										
OG0034323										
OG0034324										
OG0034325										
OG0034326										
OG0034327										
OG0034328										
OG0034329										
OG0034330										
OG0034331										
OG0034332										
OG0034333										
OG0034334										
OG0034335										
OG0034336										
OG0034337										
OG0034338										
OG0034339										
OG0034340										
OG0034341										
OG0034342										
OG0034343										
OG0034344										
OG0034345										
OG0034346										
OG0034347										
OG0034348										
OG0034349										
OG0034350										
OG0034351										
OG0034352										
OG0034353										
OG0034354										
OG0034355										
OG0034356										
OG0034357										
OG0034358										
OG0034359										
OG0034360										
OG0034361										
OG0034362										
OG0034363										
OG0034364										
OG0034365										
OG0034366										
OG0034367										
OG0034368										
OG0034369										
OG0034370										
OG0034371										
OG0034372										
OG0034373										
OG0034374										
OG0034375										
OG0034376										
OG0034377										
OG0034378										
OG0034379										
OG0034380										
OG0034381										
OG0034382										
OG0034383										
OG0034384										
OG0034385										
OG0034386										
OG0034387										
OG0034388										
OG0034389										
OG0034390										
OG0034391										
OG0034392										
OG0034393										
OG0034394										
OG0034395										
OG0034396										
OG0034397										
OG0034398										
OG0034399										
OG0034400										
OG0034401										
OG0034402										
OG0034403										
OG0034404										
OG0034405										
OG0034406										
OG0034407										
OG0034408										
OG0034409										
OG0034410										
OG0034411										
OG0034412										
OG0034413										
OG0034414										
OG0034415										
OG0034416										
OG0034417										
OG0034418										
OG0034419										
OG0034420										
OG0034421										
OG0034422										
OG0034423										
OG0034424										
OG0034425										
OG0034426										
OG0034427										
OG0034428										
OG0034429										
OG0034430										
OG0034431										
OG0034432										
OG0034433										
OG0034434										
OG0034435										
OG0034436										
OG0034437										
OG0034438										
OG0034439										
OG0034440										
OG0034441										
OG0034442										
OG0034443										
OG0034444										
OG0034445										
OG0034446										
OG0034447										
OG0034448										
OG0034449										
OG0034450										
OG0034451										
OG0034452										
OG0034453										
OG0034454										
OG0034455					GO:0015031,GO:0016020					
OG0034456										
OG0034457										
OG0034458										
OG0034459										
OG0034460										
OG0034461										
OG0034462										
OG0034463										
OG0034464										
OG0034465										
OG0034466										
OG0034467										
OG0034468										
OG0034469										
OG0034470										
OG0034471										
OG0034472										
OG0034473										
OG0034474										
OG0034475										
OG0034476										
OG0034477										
OG0034478										
OG0034479										
OG0034480										
OG0034481										
OG0034482										
OG0034483										
OG0034484										
OG0034485										
OG0034486										
OG0034487										
OG0034488										
OG0034489										
OG0034490										
OG0034491										
OG0034492										
OG0034493										
OG0034494										
OG0034495										
OG0034496										
OG0034497										
OG0034498										
OG0034499										
OG0034500										
OG0034501										
OG0034502										
OG0034503										
OG0034504										
OG0034505										
OG0034506										
OG0034507										
OG0034508										
OG0034509										
OG0034510										
OG0034511										
OG0034512										
OG0034513										
OG0034514										
OG0034515										
OG0034516										
OG0034517										
OG0034518										
OG0034519										
OG0034520										
OG0034521										
OG0034522										
OG0034523										
OG0034524										
OG0034525										
OG0034526										
OG0034527										
OG0034528										
OG0034529										
OG0034530										
OG0034531										
OG0034532										
OG0034533										
OG0034534										
OG0034535										
OG0034536										
OG0034537										
OG0034538										
OG0034539										
OG0034540										
OG0034541										
OG0034542										
OG0034543										
OG0034544										
OG0034545										
OG0034546					GO:0008107,GO:0016020,GO:0042546					
OG0034547										
OG0034548										
OG0034549										
OG0034550										
OG0034551										
OG0034552										
OG0034553										
OG0034554										
OG0034555										
OG0034556										
OG0034557										
OG0034558										
OG0034559										
OG0034560										
OG0034561										
OG0034562										
OG0034563										
OG0034564										
OG0034565										
OG0034566										
OG0034567										
OG0034568										
OG0034569										
OG0034570										
OG0034571										
OG0034572										
OG0034573										
OG0034574										
OG0034575										
OG0034576										
OG0034577										
OG0034578										
OG0034579										
OG0034580										
OG0034581										
OG0034582										
OG0034583										
OG0034584										
OG0034585										
OG0034586										
OG0034587										
OG0034588										
OG0034589										
OG0034590										
OG0034591										
OG0034592										
OG0034593										
OG0034594										
OG0034595										
OG0034596										
OG0034597										
OG0034598										
OG0034599										
OG0034600										
OG0034601										
OG0034602										
OG0034603										
OG0034604										
OG0034605										
OG0034606										
OG0034607										
OG0034608										
OG0034609										
OG0034610										
OG0034611										
OG0034612										
OG0034613										
OG0034614										
OG0034615										
OG0034616										
OG0034617										
OG0034618										
OG0034619										
OG0034620										
OG0034621										
OG0034622										
OG0034623										
OG0034624										
OG0034625										
OG0034626										
OG0034627										
OG0034628										
OG0034629										
OG0034630										
OG0034631										
OG0034632										
OG0034633										GO:0010112
OG0034634										
OG0034635										
OG0034636										
OG0034637										
OG0034638										
OG0034639					GO:0004861,GO:0005634,GO:0051726					
OG0034640										
OG0034641										
OG0034642										
OG0034643										
OG0034644										
OG0034645										
OG0034646										
OG0034647										
OG0034648										
OG0034649										
OG0034650										
OG0034651										
OG0034652										
OG0034653										
OG0034654										
OG0034655										
OG0034656										
OG0034657										
OG0034658										
OG0034659										
OG0034660										
OG0034661										
OG0034662										
OG0034663										
OG0034664										
OG0034665										
OG0034666										
OG0034667										
OG0034668										
OG0034669										
OG0034670										
OG0034671										
OG0034672										
OG0034673										
OG0034674										
OG0034675										
OG0034676										
OG0034677										
OG0034678										
OG0034679										
OG0034680										
OG0034681										
OG0034682										
OG0034683										
OG0034684										
OG0034685										
OG0034686										
OG0034687										
OG0034688										
OG0034689										
OG0034690										
OG0034691										
OG0034692										
OG0034693										
OG0034694										
OG0034695										
OG0034696										
OG0034697										
OG0034698										
OG0034699										
OG0034700										
OG0034701										
OG0034702						GO:0016020,GO:0055085				
OG0034703										
OG0034704										
OG0034705										
OG0034706										
OG0034707										
OG0034708										
OG0034709										
OG0034710										
OG0034711										
OG0034712										
OG0034713										
OG0034714										
OG0034715										
OG0034716										
OG0034717										
OG0034718										
OG0034719										
OG0034720										
OG0034721										
OG0034722										
OG0034723										
OG0034724										
OG0034725										
OG0034726										
OG0034727										
OG0034728										
OG0034729										
OG0034730										
OG0034731										
OG0034732										
OG0034733										
OG0034734										
OG0034735										
OG0034736										
OG0034737										
OG0034738										
OG0034739										
OG0034740										
OG0034741										
OG0034742										
OG0034743										
OG0034744										
OG0034745						GO:0005515				
OG0034746										
OG0034747										
OG0034748										
OG0034749										
OG0034750										
OG0034751										
OG0034752										
OG0034753										
OG0034754										
OG0034755										
OG0034756										
OG0034757						GO:0035673				
OG0034758										
OG0034759										
OG0034760										
OG0034761										
OG0034762										
OG0034763										
OG0034764										
OG0034765										
OG0034766										
OG0034767										
OG0034768										
OG0034769										
OG0034770						GO:0003885,GO:0016020,GO:0050660				
OG0034771										
OG0034772										
OG0034773										
OG0034774										
OG0034775										
OG0034776										
OG0034777										
OG0034778										
OG0034779										
OG0034780										
OG0034781										
OG0034782										
OG0034783										
OG0034784										
OG0034785										
OG0034786										
OG0034787										
OG0034788										
OG0034789										
OG0034790										
OG0034791										
OG0034792										
OG0034793										
OG0034794										
OG0034795										
OG0034796										
OG0034797										
OG0034798										
OG0034799										
OG0034800										
OG0034801										
OG0034802										
OG0034803										
OG0034804										
OG0034805										
OG0034806										
OG0034807										
OG0034808										
OG0034809										
OG0034810										
OG0034811										
OG0034812										
OG0034813										
OG0034814										
OG0034815										
OG0034816										
OG0034817										
OG0034818										
OG0034819										
OG0034820										
OG0034821										
OG0034822										
OG0034823										
OG0034824										
OG0034825										
OG0034826										
OG0034827										
OG0034828										
OG0034829										
OG0034830										
OG0034831										
OG0034832										
OG0034833										
OG0034834										
OG0034835										
OG0034836										
OG0034837										
OG0034838										
OG0034839										
OG0034840										
OG0034841										
OG0034842										
OG0034843										
OG0034844										
OG0034845										
OG0034846										
OG0034847										
OG0034848										
OG0034849										
OG0034850										
OG0034851										
OG0034852										
OG0034853										
OG0034854										
OG0034855										
OG0034856										
OG0034857										
OG0034858										
OG0034859										
OG0034860										
OG0034861										
OG0034862										
OG0034863										
OG0034864										
OG0034865										
OG0034866										
OG0034867										
OG0034868										
OG0034869										
OG0034870										
OG0034871										
OG0034872										
OG0034873										
OG0034874										
OG0034875										
OG0034876										
OG0034877										
OG0034878										
OG0034879										
OG0034880										
OG0034881										
OG0034882										
OG0034883										
OG0034884										
OG0034885										
OG0034886										
OG0034887										
OG0034888										
OG0034889										
OG0034890										
OG0034891										
OG0034892										
OG0034893										
OG0034894										
OG0034895										
OG0034896										
OG0034897										
OG0034898										
OG0034899										
OG0034900										
OG0034901										
OG0034902										
OG0034903										
OG0034904										
OG0034905										
OG0034906										
OG0034907										
OG0034908										
OG0034909										
OG0034910										
OG0034911										
OG0034912										
OG0034913						GO:0019288,GO:0046872,GO:0050992,GO:0051745				
OG0034914										
OG0034915										
OG0034916										
OG0034917										
OG0034918										
OG0034919										
OG0034920										
OG0034921										
OG0034922										
OG0034923										
OG0034924										
OG0034925										
OG0034926										
OG0034927										
OG0034928										
OG0034929						GO:0004672,GO:0005524,GO:0006468				
OG0034930										
OG0034931										
OG0034932										
OG0034933										
OG0034934										
OG0034935										
OG0034936										
OG0034937										
OG0034938										
OG0034939										
OG0034940										
OG0034941						GO:0006508,GO:0008234				
OG0034942										
OG0034943										
OG0034944										
OG0034945										
OG0034946										
OG0034947										
OG0034948										
OG0034949										
OG0034950										
OG0034951										
OG0034952										
OG0034953										
OG0034954										
OG0034955										
OG0034956										
OG0034957										
OG0034958										
OG0034959										
OG0034960										
OG0034961										
OG0034962										
OG0034963										
OG0034964										
OG0034965										
OG0034966										
OG0034967										
OG0034968										
OG0034969										
OG0034970										
OG0034971										
OG0034972										
OG0034973										
OG0034974										
OG0034975										
OG0034976										
OG0034977										
OG0034978										
OG0034979										
OG0034980										
OG0034981										
OG0034982										
OG0034983										
OG0034984										
OG0034985										
OG0034986										
OG0034987										
OG0034988										
OG0034989										
OG0034990										
OG0034991										
OG0034992										
OG0034993										
OG0034994										
OG0034995										
OG0034996										
OG0034997										
OG0034998										
OG0034999										
OG0035000										
OG0035001										
OG0035002										
OG0035003										
OG0035004										
OG0035005										
OG0035006										
OG0035007										
OG0035008										
OG0035009										
OG0035010										
OG0035011										
OG0035012										
OG0035013						GO:0045927				
OG0035014										
OG0035015										
OG0035016										
OG0035017										
OG0035018										
OG0035019										
OG0035020										
OG0035021										
OG0035022										
OG0035023										
OG0035024										
OG0035025										
OG0035026										
OG0035027										
OG0035028										
OG0035029										
OG0035030										
OG0035031										
OG0035032										
OG0035033										
OG0035034										
OG0035035										
OG0035036										
OG0035037										
OG0035038										
OG0035039										
OG0035040										
OG0035041										
OG0035042										
OG0035043										
OG0035044										
OG0035045										
OG0035046										
OG0035047										
OG0035048										
OG0035049										
OG0035050										
OG0035051										
OG0035052										
OG0035053										
OG0035054										
OG0035055										
OG0035056										
OG0035057										
OG0035058										
OG0035059										
OG0035060										
OG0035061										
OG0035062										
OG0035063										
OG0035064										
OG0035065										
OG0035066										
OG0035067										
OG0035068										
OG0035069										
OG0035070										
OG0035071										
OG0035072										
OG0035073										
OG0035074										
OG0035075										
OG0035076										
OG0035077										
OG0035078										
OG0035079										
OG0035080										
OG0035081										
OG0035082										
OG0035083										
OG0035084										
OG0035085										
OG0035086										
OG0035087										
OG0035088										
OG0035089										
OG0035090										
OG0035091										
OG0035092										
OG0035093										
OG0035094										
OG0035095										
OG0035096										
OG0035097										
OG0035098										
OG0035099										
OG0035100										
OG0035101										
OG0035102										
OG0035103										
OG0035104						GO:0004497,GO:0005506,GO:0016705,GO:0020037				
OG0035105										
OG0035106										
OG0035107										
OG0035108										
OG0035109										
OG0035110						GO:0003677,GO:0006355,GO:0043565				
OG0035111										
OG0035112										
OG0035113										
OG0035114										
OG0035115										
OG0035116										
OG0035117										
OG0035118										
OG0035119										
OG0035120										
OG0035121										
OG0035122										
OG0035123										
OG0035124										
OG0035125										
OG0035126										
OG0035127						GO:0004497,GO:0005506,GO:0016705,GO:0020037				
OG0035128										
OG0035129										
OG0035130										
OG0035131										
OG0035132										
OG0035133										
OG0035134										
OG0035135										
OG0035136										
OG0035137										
OG0035138										
OG0035139										
OG0035140										
OG0035141										
OG0035142										
OG0035143										
OG0035144										
OG0035145										
OG0035146										
OG0035147						GO:0008270				
OG0035148										
OG0035149										
OG0035150										
OG0035151										
OG0035152										
OG0035153										
OG0035154										
OG0035155										
OG0035156										
OG0035157										
OG0035158										
OG0035159										
OG0035160										
OG0035161										
OG0035162										
OG0035163										
OG0035164										
OG0035165										
OG0035166										
OG0035167										
OG0035168										
OG0035169										
OG0035170										
OG0035171										
OG0035172										
OG0035173										
OG0035174										
OG0035175										
OG0035176										
OG0035177										
OG0035178										
OG0035179										
OG0035180										
OG0035181										
OG0035182										
OG0035183						GO:0008270				
OG0035184										
OG0035185										
OG0035186										
OG0035187										
OG0035188										
OG0035189										
OG0035190										
OG0035191										
OG0035192						GO:0016020,GO:0140359				
OG0035193										
OG0035194										
OG0035195										
OG0035196										
OG0035197										
OG0035198										
OG0035199										
OG0035200										
OG0035201										
OG0035202										
OG0035203										
OG0035204										
OG0035205										
OG0035206										
OG0035207										
OG0035208										
OG0035209										
OG0035210										
OG0035211										
OG0035212										
OG0035213										
OG0035214										
OG0035215										
OG0035216										
OG0035217										
OG0035218										
OG0035219										
OG0035220										
OG0035221										
OG0035222										
OG0035223										
OG0035224										
OG0035225										
OG0035226										
OG0035227										
OG0035228										
OG0035229										
OG0035230										
OG0035231										
OG0035232										
OG0035233										
OG0035234										
OG0035235										
OG0035236										
OG0035237										
OG0035238										
OG0035239										
OG0035240										
OG0035241										
OG0035242										
OG0035243										
OG0035244						GO:0043531				
OG0035245										
OG0035246										
OG0035247										
OG0035248										
OG0035249										
OG0035250										
OG0035251										
OG0035252										
OG0035253										
OG0035254										
OG0035255										
OG0035256										
OG0035257										
OG0035258										
OG0035259										
OG0035260										
OG0035261										
OG0035262										
OG0035263										
OG0035264										
OG0035265										
OG0035266										
OG0035267										
OG0035268										
OG0035269										
OG0035270										
OG0035271										
OG0035272										
OG0035273										
OG0035274										
OG0035275										
OG0035276										
OG0035277										
OG0035278										
OG0035279										
OG0035280										
OG0035281										
OG0035282										
OG0035283										
OG0035284										
OG0035285										
OG0035286										
OG0035287										
OG0035288										
OG0035289										
OG0035290										
OG0035291										
OG0035292										
OG0035293										
OG0035294										
OG0035295										
OG0035296										
OG0035297										
OG0035298										
OG0035299										
OG0035300										
OG0035301										
OG0035302										
OG0035303										
OG0035304										
OG0035305										
OG0035306										
OG0035307										
OG0035308										
OG0035309										
OG0035310										
OG0035311										
OG0035312										
OG0035313										
OG0035314										
OG0035315										
OG0035316										
OG0035317										
OG0035318										
OG0035319										
OG0035320										
OG0035321										
OG0035322										
OG0035323										
OG0035324										
OG0035325										
OG0035326										
OG0035327										
OG0035328										
OG0035329										
OG0035330										
OG0035331										
OG0035332										
OG0035333										
OG0035334										
OG0035335										
OG0035336										
OG0035337										
OG0035338										
OG0035339										
OG0035340										
OG0035341										
OG0035342										
OG0035343										
OG0035344										
OG0035345										
OG0035346										
OG0035347										
OG0035348										
OG0035349										
OG0035350										
OG0035351										
OG0035352										
OG0035353										
OG0035354										
OG0035355										
OG0035356										
OG0035357										
